Symbol,Name,Description,Sector,Industry,Industry_2,Optionable,Country
IMNM,Immunome,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
IMNN,"Imunon, Inc.",Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
IMNPQ,Immune Pharmaceuticals,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
IMO,Imperial Oil,Petroleum refining,Oils/Energy,OIL-C$ INTEGRTD,OIL-INTEGRATED,Y,CANADA
IMOS,Chipmos Technologies,Semiconductors & related devices,Computer and Technology,SEQPT-MATERIAL SVS,MISC TECHNOLOGY,Y,CHINA
IMPM,Impac Mortgage Holdings,Real estate investment trusts,Finance,REIT-MTGE TRUST,REAL ESTATE,N,UNITED STATES
IMPP,Imperial Petroleum Inc.,Deep sea foreign transportation of freight,Transportation,TRANS-SHIP,TRANSPORTATION,Y,GREECE
IMPUY,Impala Platinum,Metal mining,Basic Materials,MINING -MISC,METALS-NON FERR,N,SOUTH AFRICA
IMRN,IMMURON,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,AUSTRALIA
IMRSQ,Imris,Electromedical equipment,Medical,MED INSTRUMENTS,MED PRODS,N,UNITED STATES
IMRX,Immuneering,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
IMSR,Terrestrial Energy Inc.,Holding & other investment offices,Oils/Energy,Other Alt Energy,ENERGY-ALT SRCS,Y,UNITED STATES
IMTE,Integrated Media Technology Limited,Household audio & video equipment,Business Services,Technology Services,BUSINESS SERVICES,N,AUSTRALIA
IMTL,"Image Protect, Inc.",,,,,,
IMTV,IMAGINATION TV,,,,,,
IMTX,Immatics,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,GERMANY
IMUC,"EOM Pharmaceutical Holdings, Inc.",Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,UNITED STATES
IMUX,Immunic,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
IMVIF,IMV,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,CANADA
IMVT,Immunovant,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
IMXI,International Money Express,"Business services, not elsewhere classified",Business Services,Financial Transaction Services,BUSINESS SERVICES,Y,UNITED STATES
INAB,IN8bio,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
INAC,Indigo Acquisition Corp.,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
INAPQ,Internap Corporation,"Computer programming, data processing, & other computer related",Computer and Technology,INTERNET SERVICES,COMPUTER SOFT/SERV,N,UNITED STATES
INAR,InternetArray,Medical & hospital equipment,Medical,MED INSTRUMENTS,MED PRODS,N,UNITED STATES
INBK,First Internet Bancorp,State commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,Y,UNITED STATES
INBP,Integrated BioPharma,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,UNITED STATES
INBS,INTLGNT BIO SOL,Surgical & medical instruments,Medical,Medical Services,MEDICAL CARE,N,UNITED STATES
INBX,"Inhibrx Biosciences, Inc.","Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
INCR,InterCure,Pharmaceutical preparations,Medical,MED PRODUCTS,MED PRODS,Y,ISRAEL
INCY,Incyte,Commercial physical research,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
INDB,Independent Bank,State commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,Y,UNITED STATES
INDI,indie Semiconductor,Semiconductors & related devices,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,Y,UNITED STATES
INDO,Indonesia Energy,Crude petroleum & natural gas,Oils/Energy,OIL-INTL INTGD,OIL-INTEGRATED,N,INDONESIA
INDP,Intec Parent,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,UNITED STATES
INDV,Indivior,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,Y,UNITED STATES
INEO,INNEOVA Holdings Limited,Motor vehicles & motor vehicle parts & supplies,Auto/Tires/Trucks,AUTO/TRUCK-REPL,AUTOS/TIRES/TRUCKS,N,SINGAPORE
INFA,Informatica Inc.,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
INFG,INFINITE GRAPHI,"Mailing, reproduction, commercial art & photography, & stenogr",Computer and Technology,ELEC-MISC COMPONENTS,ELECTRONICS,N,UNITED STATES
INFIQ,Infinity Pharmaceuticals,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,UNITED STATES
INFU,InfuSystems Holdings,Surgical & medical instruments,Medical,MED PRODUCTS,MED PRODS,Y,UNITED STATES
INFY,Infosys,Custom computer programming services,Computer and Technology,IT Services,COMPUTER SOFT/SERV,Y,INDIA
ING,ING Group,"Commercial banks, not elsewhere classified",Finance,BANKS-FOREIGN,BANKS-MAJOR,Y,NETHERLANDS
INGM,Ingram Micro Holding Corporation,"Computers, peripherals, & software",Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES
INGN,Inogen,Surgical appliances & supplies,Medical,MED INSTRUMENTS,MED PRODS,Y,UNITED STATES
INGR,Ingredion,Grain mill products,Consumer Staples,FOOD-MISC/DIVERSIFIED,FOOD,Y,UNITED STATES
INHD,Inno Holdings Inc.,Steel pipe & tubes,Construction,BLDG&CONST-MISC,BUILDING PRODS,N,HONG KONG
INIS,International Isotopes,Process control instruments,Computer and Technology,INSTRU-SCIENTFC,MISC TECHNOLOGY,N,UNITED STATES
INIX,IFINIX CORP,,,,,,
INKT,"MiNK Therapeutics, Inc.","Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
INLB,Item 9 Labs,Dental equipment & supplies,Medical,MED PRODUCTS,MED PRODS,N,UNITED STATES
INLF,INLIF Limited,"General industrial machinery,",Medical,MED PRODUCTS,MED PRODS,N,CHINA
INLX,Intellinetics,Prepackaged software,Computer and Technology,INTERNET CONTENT,COMPUTER SOFT/SERV,N,UNITED STATES
INM,InMed Pharmaceuticals,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,CANADA
INMB,INmune Bio,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
INMD,InMode,Electromedical equipment,Medical,MED PRODUCTS,MED PRODS,Y,ISRAEL
INN,Summit Hotel Properties,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES
INNI,Innovaro,Management consulting services,Business Services,BUSINESS SVCS,BUSINESS SERVICES,N,UNITED STATES
INNV,InnovAge,Health services,Medical,Medical Services,MEDICAL CARE,Y,UNITED STATES
INO,Inovio Pharmaceuticals,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
INOD,Innodata,Data processing & preparation,Computer and Technology,COMP-SERVICES,COMPUTER SOFT/SERV,Y,UNITED STATES
INOW,InfoNow,"Computers, peripherals, & software",Computer and Technology,INTERNET SERVICES,COMPUTER SOFT/SERV,N,UNITED STATES
INPOY,InPost S.A. - Unsponsored ADR,,Business Services,BUSINESS SVCS,BUSINESS SERVICES,N,
INQD,Indoor Harvest,Miscellaneous industrial & commercial machinery & equipment,Industrial Products,MACH-FARM,MACHINERY,N,UNITED STATES
INR,Infinity Natural Resources Inc.,Crude petroleum & natural gas,Oils/Energy,OIL-US EXP&PROD,OIL-EXP&PROD,N,UNITED STATES
INSE,Inspired Entertainment,Prepackaged software,Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES
INSG,Inseego,"Communications equipment, not elsewhere classified",Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
INSM,Insmed,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
INSO,"Industry Source Consulting, Inc.",,,,,,
INSP,Inspire Medical Systems,Surgical & medical instruments,Medical,MEDICAL INFO SYS,MEDICAL CARE,Y,UNITED STATES
INSW,International Seaways,Water transportation,Transportation,TRANS-SHIP,TRANSPORTATION,Y,UNITED STATES
INTA,Intapp,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
INTC,Intel,Semiconductors & related devices,Computer and Technology,SEMI-GENERAL,ELECTRON-SEMI,Y,UNITED STATES
INTE,Integral Acquisition Corporation 1,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
INTEQ,Intelsat,"Communication services, not elsewhere classified",Computer and Technology,Satellite Communication,TELECOMM SVCS,N,LUXEMBOURG
INTG,The Intergroup,Apartment building operators,Finance,REAL ESTATE DEV,REAL ESTATE,N,UNITED STATES
INTH,InnoTech,Nonclassifiable establishments,Computer and Technology,INTERNET CONTENT,COMPUTER SOFT/SERV,N,JAPAN
INTI,Inhibitor Therapeutics,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,UNITED STATES
INTJ,Intelligent Group Limited,Management consulting services,Finance,FIN-MISC SVCS,FINANCE,N,HONG KONG
INTR,Inter & Co. Inc.,"Commercial banks, not elsewhere classified",Finance,FIN-MISC SVCS,FINANCE,Y,BRAZIL
INTS,Intensity Therapeutics Inc.,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
INTT,inTest,Instruments to measure electricity,Computer and Technology,ELEC MSRNG INST,ELECTRONICS,Y,UNITED STATES
INTU,Intuit,Prepackaged software,Computer and Technology,COMP-SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
INTZ,Intrusion,Computer & office equipment,Computer and Technology,COMP-NETWORKS,COMPUTER/OFFICE EQUIP,N,UNITED STATES
INUV,Inuvo,Advertising,Computer and Technology,INTERNET SERVICES,COMPUTER SOFT/SERV,N,UNITED STATES
INV,"Innventure, Inc.",Holding & other investment offices,Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES
INVA,Innoviva,Pharmaceutical preparations,Medical,Large Cap Pharma,DRUGS,Y,UNITED STATES
INVE,Identiv,"Computer peripheral equipment, not elsewhere classified",Computer and Technology,COMP-PERIPH EQP,COMPUTER/OFFICE EQUIP,Y,UNITED STATES
INVH,Invitation Home,Real estate operators (except developers) & lessors,Finance,REIT-EQTY TRUST - RESID,REAL ESTATE,Y,UNITED STATES
INVI,Integral Vision,Process control instruments,Industrial Products,INDL AUTO/RBTCS,MACHINERY,N,UNITED STATES
INVR,INNOVIR LABORAT,,,,,,
INVS,Glassesoff,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,ISRAEL
INVT,Inventergy Global,"Telephone communication, except radio",Computer and Technology,Communications Components,TELECOMM EQUIP,N,UNITED STATES
INVU,INVESTVIEW INC,,,,,,
INVX,"Innovex International, Inc.",Oil & gas field machinery,Oils/Energy,OIL FLD MCH&EQP,OIL MACH/SVC/DRILL,Y,UNITED STATES
INVZ,Innoviz Technologies,Motor vehicle parts & accessories,Auto/Tires/Trucks,AUTO/TRUCK-ORIG,AUTOS/TIRES/TRUCKS,Y,ISRAEL
INXDF,"The INX Digital Company, Inc.",Nondepository credit institutions,Finance,FIN-INVEST BKRS,INVEST BKRS/MGMT,N,CANADA
IOBT,"IO Biotech, Inc.",Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,DENMARK
IOCJY,IochpeMaxion,Motor vehicle parts & accessories,Auto/Tires/Trucks,AUTO/TRUCK-ORIG,AUTOS/TIRES/TRUCKS,N,BRAZIL
IOF,INCOME OPPORTUN,,,,,,
IOFB,Iowa First Bancshares,State commercial banks,Finance,BANKS-MIDWEST,BANKS & THRIFTS,N,UNITED STATES
IOGPQ,Ion Geophysical,Oil & gas exploration services,Oils/Energy,OIL FLD MCH&EQP,OIL MACH/SVC/DRILL,N,UNITED STATES
IOMT,Isomet,"Miscellaneous electrical machinery, equipment, & supplies",Computer and Technology,LASERS-SYS/COMP,MISC TECHNOLOGY,N,UNITED STATES
IONCY,Ionica Group PLC,,,,,,
IONGF,Lithium ION Energy Ltd.,Private households,Oils/Energy,Other Alt Energy,ENERGY-ALT SRCS,N,CANADA
IONM,Assure,Surgical & medical instruments,Medical,Medical Services,MEDICAL CARE,N,UNITED STATES
IONQ,IonQ,Computer integrated systems design,Computer and Technology,COMP-INTEGT SYS,COMPUTER/OFFICE EQUIP,Y,UNITED STATES
IONS,Ionis Pharmaceuticals,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,Y,UNITED STATES
IOOXF,ISHRS-CR CDN LT,,,,,,
IOR,Income Opportunity Realty Investors,Real estate investment trusts,Finance,REAL ESTATE OPS,REAL ESTATE,N,UNITED STATES
IOSP,Innospec,Chemicals & allied products,Basic Materials,CHEM-DIVERSIFD,CHEMICALS,Y,UNITED STATES
IOT,Samsara Inc.,Computer integrated systems design,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
IOTC,Arkados Group,"Business services, not elsewhere classified",Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
IOTR,iOThree Limited,"Communication services, not elsewhere classified",Transportation,TRANS-SHIP,TRANSPORTATION,N,SINGAPORE
IOVA,Iovance Biotherapeutics,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
IP,International Paper,Paper mills,Basic Materials,PAPER &REL PRDS,PAPER,Y,UNITED STATES
IPAH,Interpharm,Pharmaceutical preparations,Medical,MED-GENERIC DRG,DRUGS,N,UNITED STATES
IPAR,"Interparfums, Inc.",Toilet preparations,Consumer Discretionary,CONSM PD-MISC DIS,OTHER CONS DISC,Y,UNITED STATES
IPCIQ,Intellipharmaceutics International,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,CANADA
IPCX,Inflection Point Acquisition Corp. III,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
IPDN,Professional Diversity Network,"Computer programming, data processing, & other computer related",Business Services,Outsourcing,BUSINESS SERVICES,N,UNITED STATES
IPEX,Inflection Point Acquisition Corp. V,,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,
IPGP,IPG Photonics,Semiconductors & related devices,Computer and Technology,LASERS-SYS/COMP,MISC TECHNOLOGY,Y,UNITED STATES
IPHA,Innate Pharma,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,FRANCE
IPHYF,Innate Pharma,"Biological products, except diagnostic",Medical,MED-DRUGS,DRUGS,N,FRANCE
IPI,Intrepid Potash,"Mining & quarrying of nonmetallic minerals, except fuels",Basic Materials,FERTILIZERS,AGRIBUSINESS,Y,UNITED STATES
IPIC,iPic Entertainment,Eating & drinking places,Retail/Wholesale,RETAIL-RESTRNTS,FOOD/DRUG-RTL/WHL,N,UNITED STATES
IPIX,INNOVATION PHRM,,,,,,
IPLY,Interplay Entertainment,Prepackaged software,Consumer Discretionary,TOYS/GAME/HOBBY,OTHER CONS DISC,N,UNITED STATES
IPM,Intelligent Protection Management Corp.,"Computer programming, data processing, & other computer related",Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
IPMG,International Precious Minerals Group,Gold ores,Basic Materials,MINING -GOLD,METALS-NON FERR,N,
IPOD,Dune Acquisition Corporation II,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
IPOOF,INPLAY OIL CP,Drilling oil & gas wells,Oils/Energy,OIL-C$ EXP&PROD,OIL-EXP&PROD,N,CANADA
IPSC,Century Therapeutics,"Biological products, except diagnostic",Medical,MED-DRUGS,DRUGS,Y,UNITED STATES
IPSEY,IPSEN,Diagnostic substances,Medical,MED-DRUGS,DRUGS,N,FRANCE
IPST,"Heritage Distilling Holding Company, Inc.",Beverages,Consumer Staples,BEVERAGES-ALCOH,BEVERAGES,N,UNITED STATES
IPUB,IndiePub Entertainment,Prepackaged software,Computer and Technology,COMP-SOFTWARE,COMPUTER SOFT/SERV,N,UNITED STATES
IPW,iPower,"Building materials, hardware, garden supply & mobile home dealers",Consumer Discretionary,CONSM PD-MISC DIS,OTHER CONS DISC,N,UNITED STATES
IPWR,Ideal Power,Semiconductors & related devices,Industrial Products,MACH-ELECTRICAL,MACHINERY-ELEC,N,UNITED STATES
IPX,IperionX Limited Sponsored ADR,Miscellaneous metal ores,Basic Materials,MINING -MISC,METALS-NON FERR,N,UNITED STATES
IPXHY,Inpex,Oil & gas exploration services,Oils/Energy,International E&P,OIL-EXP&PROD,N,JAPAN
IQ,iQIYI,Video tape rental,Computer and Technology,INTERNET SERVICES,COMPUTER SOFT/SERV,Y,CHINA
IQEPF,IQE,Private households,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,N,UNITED KINGDOM
IQST,iQSTEL Inc.,"Telephone communication, except radio",Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
IQV,IQVIA,Commercial physical research,Medical,MED INSTRUMENTS,MED PRODS,Y,UNITED STATES
IR,Ingersoll Rand,General industrial machinery & equipment,Industrial Products,MACH-GENL INDL,MACHINERY,Y,UNITED STATES
IRBTQ,iRobot,Household appliances,Industrial Products,INDL AUTO/RBTCS,MACHINERY,Y,UNITED STATES
IRD,"Opus Genetics, Inc.",Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
IRDM,Iridium Communications,"Communication services, not elsewhere classified",Computer and Technology,Satellite Communication,TELECOMM SVCS,Y,UNITED STATES
IREN,IREN Limited,Nondepository credit institutions,Finance,FIN-MISC SVCS,FINANCE,Y,AUSTRALIA
IRIDQ,Iridium World Communications,Radiotelephone communication,Computer and Technology,Wireless Non-US,TELECOMM SVCS,N,
IRIX,IRIDEX,Electromedical equipment,Computer and Technology,LASERS-SYS/COMP,MISC TECHNOLOGY,Y,UNITED STATES
IRM,Iron Mountain,Real estate investment trusts,Business Services,BUSINESS INFO SVC,BUSINESS SERVICES,Y,UNITED STATES
IRMD,iRadimed,Surgical & medical instruments,Medical,MED INSTRUMENTS,MED PRODS,Y,UNITED STATES
IRME,"IR-Med, Inc.",Electromedical equipment,Medical,MEDICAL INFO SYS,MEDICAL CARE,N,ISRAEL
IRON,"Disc Medicine, Inc.",Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
IROQ,IF Bancorp,Federal savings institutions,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,UNITED STATES
IRRX,Integrated Rail and Resources Acquisition Corp.,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
IRS,IRSA Inversiones Y Representaciones,"Subdividers & developers, not elsewhere classified",Finance,REAL ESTATE DEV,REAL ESTATE,Y,ARGENTINA
IRT,Independence Realty Trust,Real estate investment trusts,Finance,REIT-EQTY TRUST - RESID,REAL ESTATE,Y,UNITED STATES
IRTC,iRhythm Technologies,Surgical & medical instruments,Medical,MEDICAL INFO SYS,MEDICAL CARE,Y,UNITED STATES
IRWD,Ironwood Pharmaceuticals,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,Y,UNITED STATES
ISBA,Isabella Bank,State commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,UNITED STATES
ISBL,Ise Blu Equity,Motion picture & video production,Finance,FIN-MISC SVCS,FINANCE,N,
ISCO,International Stem Cell,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
ISHM,InfoSearch Media,"Business services, not elsewhere classified",Business Services,BUSINESS SVCS,BUSINESS SERVICES,N,UNITED STATES
ISMAY,Indra Sistemas,Private households,Business Services,Technology Services,BUSINESS SERVICES,N,SPAIN
ISNPY,Intesa Sanpaolo,National commercial banks,Finance,BANKS-FOREIGN,BANKS-MAJOR,N,ITALY
ISOL,1mage Software,Computer integrated systems design,Computer and Technology,COMP-INTEGT SYS,COMPUTER/OFFICE EQUIP,N,UNITED STATES
ISON,Isonics,Chemicals & allied products,Basic Materials,CHEM-SPECIALTY,CHEMICALS,N,UNITED STATES
ISOU,IsoEnergy Ltd.,,Basic Materials,MINING -MISC,METALS-NON FERR,N,
ISPC,iSpecimen,Commercial physical research,Medical,Medical Services,MEDICAL CARE,N,UNITED STATES
ISPO,Inspirato Incorporated,Holding & other investment offices,Consumer Discretionary,LEISURE&REC SVS,LEISURE SERVICES,N,UNITED STATES
ISPR,Ispire Technology Inc.,Cigarettes,Consumer Staples,TOBACCO,TOBACCO,Y,UNITED STATES
ISRG,Intuitive Surgical,Surgical appliances & supplies,Medical,MED INSTRUMENTS,MED PRODS,Y,UNITED STATES
ISRLF,Israel Acquisitions Corp.,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
ISSC,Innovative Solutions and Support,Custom computer programming services,Aerospace,AEROSP/DEF EQ,AEROSPACE/DEFENSE,Y,UNITED STATES
ISTR,Investar Holding Corp.,State commercial banks,Finance,BANKS-SOUTHEAST,BANKS & THRIFTS,N,UNITED STATES
ISUNQ,iSun,Semiconductors & related devices,Oils/Energy,Solar,ENERGY-ALT SRCS,N,UNITED STATES
ISUZY,Isuzu Motors,Motor vehicle parts & accessories,Auto/Tires/Trucks,AUTO -FOREIGN,AUTOS/TIRES/TRUCKS,N,JAPAN
IT,Gartner,Management services,Business Services,Consulting,BUSINESS SERVICES,Y,UNITED STATES
ITCC,InsPro Technologies,Prepackaged software,Computer and Technology,Business Software Services/BPO,COMPUTER SOFT/SERV,N,UNITED STATES
ITCFY,Investec Ltd.,,,,,,
ITCJ,INFINITE TECH C,,,,,,
ITCTY,ITC Ltd.,,,,,,
ITEX,Itex,"Business services, not elsewhere classified",Business Services,BUSINESS SVCS,BUSINESS SERVICES,N,UNITED STATES
ITGR,Integer Holdings,Electromedical equipment,Medical,MED INSTRUMENTS,MED PRODS,Y,UNITED STATES
ITIC,Investors Title Company,Title insurance,Finance,INS-PROP&CASLTY,INSURANCE,N,UNITED STATES
ITKG,Integral Technologies,"Electronic components, not elsewhere classified",Computer and Technology,ELEC-MISC COMPONENTS,ELECTRONICS,N,UNITED STATES
ITKH,iTeknik Holding,Computer integrated systems design,Computer and Technology,Comm Network Software,TELECOMM EQUIP,N,UNITED STATES
ITMPF,ITM POWER,Electrical industrial apparatus,Oils/Energy,Other Alt Energy,ENERGY-ALT SRCS,N,UNITED KINGDOM
ITNS,ITONIS INC,,,,,,
ITOCY,Itochu,Private households,Retail/Wholesale,RETAIL-MISC/DIV,NONFOOD RETAIL/WH,N,JAPAN
ITP,IT Tech Packaging,"Converted paper & paperboard products, except containers & box",Basic Materials,PAPER &REL PRDS,PAPER,Y,CHINA
ITRG,Integra Resources,Gold & silver ores,Basic Materials,MINING -MISC,METALS-NON FERR,N,CANADA
ITRI,Itron,Instruments to measure electricity,Computer and Technology,ELEC TEST EQUIPTMENT,ELECTRONICS,Y,UNITED STATES
ITRM,Iterum Therapeutics,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,IRELAND
ITRN,Ituran Location and Control,"Electronic parts & equipment, not elsewhere classified",Industrial Products,PROTECTION-SFTY,IND PRODS/SVC,Y,ISRAEL
